Date,Channel,Spend,Impressions,Clicks,Conversions,Revenue
2025-10-04,SEO,182.09,219072,4460,118,7888.53
2024-04-22,SEO,174.42,197241,3992,140,10574.31
2025-02-18,paid social,2737.93,296781,3359,90,6112.8
2024-10-23,Paid Social,2591.1,327711,3460,82,5358.62
2024-09-11,Paid Search,740.43,32385,1251,60,4633.01
2025-04-07,Email,104.68,88740,4471,248,15494.15
2024-06-24,Paid Social,1600.99,173811,2336,56,4018.13
2024-05-23,SEO,197.81,208154,4163,127,8298.05
2024-01-14,SEO,150.54,167770,3107,82,5854.05
2024-12-14,SEO,132.52,156914,2842,91,6992.19
2025-01-24,Email,83.45,63156,3004,175,9984.54
2024-11-20,SEO,185.82,203540,4649,135,8559.7
2024-11-07,Paid Social,2133.49,256643,3197,90,6248.84
2024-12-29,Email,72.13,59799,3089,206,11857.5
2025-05-20,Email,105.15,80285,3483,199,12495.56
2025-05-17,Paid Search,565.7,27990,947,45,3377.87
2024-10-22,email,105.88,83968,3868,257,15527.8
2025-05-28,Paid Search,620.04,27720,895,34,2295.24
2025-06-13,Paid Social,3312.71,360722,4320,102,7485.99
2024-04-27,Email,69.72,62494,2622,183,10807.31
2024-02-15,Paid Search,726.79,34649,1195,58,4417.01
2025-07-02,Paid Social,3857.67,427615,5476,108,6685.52
2024-08-03,Paid Social,1297.75,149180,1542,42,2573.72
2025-05-06,SEO,208.96,213836,4406,149,9696.05
2025-08-06,SEO,218.79,236263,4655,149,10326.26
2024-12-22,SEO,128.31,154542,2874,86,6008.42
2024-03-31,Email,78.68,61376,2464,170,10435.71
2025-07-18,PAID SEARCH,801.56,36807,1384,65,4758.55
2025-02-13,Paid Social,3009.51,345955,4555,100,7368.91
2024-03-07,SEO,176.16,212128,4656,163,11986.74
2025-08-23,Paid Social,2495.28,306892,3515,86,5656.35
2025-09-29,Paid Search,809.85,40287,1568,77,5735.48
2025-06-09,SEO,228.26,244330,4579,147,10884.83
2025-10-13,paid social,3933.25,424791,5148,85,5846.45
2025-03-18,Paid Search,676.41,32098,1241,61,4556.83
2024-02-09,Paid Social,1173.14,130812,1410,42,2762.58
2025-05-26,Paid Social,3330.82,396459,5012,107,6906.03
2024-07-27,Email,69.18,53819,2297,156,10009.14
2025-03-12,Paid Search,790.79,33825,1110,50,3640.98
2024-04-22,Paid Search,734.23,32467,1268,56,4308.22
2024-06-02,Paid Social,1238.57,142655,1477,47,3024.57
2024-08-21,Email,90.51,79215,3729,272,17175.73
2024-05-06,Paid Social,1493.31,166364,1738,45,3328.72
2024-01-08,SEO,160.56,160835,3258,102,6671.28
2025-08-22,SEO,238.13,254429,5738,187,12506.52
2024-01-22,SEO,154.93,167394,4033,143,10104.57
2025-02-16,Email,64.52,52710,2189,126,8085.31
2024-08-12,Paid Social,2153.98,228100,2584,61,3812.46
2024-07-18,SEO,191.35,222427,5175,146,11170.92
2024-05-30,Paid Social,1538.4,170039,2142,51,3437.97
2024-01-06,Email,63.89,49211,2538,145,9015.87
2024-06-05,Paid Search,643.6,28119,880,35,2343.1
2024-11-28,Paid Social,2609.37,332418,4065,104,7330.03
2024-09-04,Paid Social,2005.07,238209,2793,86,6015.52
2024-01-12,Paid Social,921.58,103858,1364,39,2780.6
2024-10-14,Email,91.51,79568,3328,220,14403.84
2025-06-08,paid social,2445.11,307690,3383,79,5150.51
2024-01-20,SEO,132.84,159580,2874,85,6158.33
2025-01-21,Email,112.28,95971,4829,302,19482.02
2024-12-26,Paid Search,730.46,30261,925,46,3703.34
2025-02-15,Email,71.2,64849,2858,165,9596.43
2025-03-26,Paid Social,2677.77,285555,3149,87,6081.36
2025-05-11,Email,71.84,57131,2760,205,13194.6
2024-11-12,Email,90.68,75351,3745,243,15549.67
2024-04-14,SEO,144.49,145011,3442,105,7598.11
2024-09-01,Email,64.75,58842,2398,150,8827.79
2025-09-25,Paid Social,4187.53,531441,6873,124,7973.39
2025-08-25,Email,95.04,86771,4349,269,17257.51
2025-01-21,Paid Social,2562.52,294258,3563,78,5446.31
2024-07-29,Paid Search,740.89,34607,1267,60,4759.57
2025-08-28,Email,97.64,85452,3827,235,13052.65
2025-03-09,Paid Search,573.59,27832,958,48,3395.09
2025-01-19,Email,75.97,60822,2536,177,10869.71
2024-03-30,SEO,132.96,159776,3318,97,6688.73
2025-01-08,SEO,194.24,195646,4366,123,9223.79
2025-10-27,Paid Search,738.88,31759,1127,48,3858.14
2025-09-27,Email,79.72,65705,3280,229,14855.31
2024-07-06,SEO,125.76,129915,3121,107,6896.59
2025-06-03,Paid Search,755.63,37289,1457,71,4764.88
2025-06-10,SEO,197.67,215687,5053,179,11281.63
2025-01-16,SEO,210.39,243363,5283,181,11575.83
2024-07-03,SEO,189.68,206704,4574,161,11719.47
2025-08-18,Email,91.96,71480,3008,170,9478.94
2024-10-28,Paid Search,682.96,31614,1235,53,4102.02
2024-04-23,seo,193.3,222479,5008,148,10571.85
2024-09-24,Paid Social,,275845,3091,85,5451.8
2025-05-27,email,97.43,77944,3124,195,10787.3
2025-09-10,Email,115.32,96826,3996,272,15607.14
2024-11-20,Email,95.5,86989,4347,322,18080.31
2024-11-11,Email,96.8,86516,4272,310,17252.04
2025-05-13,paid social,2782.69,336176,3748,84,5241.11
2024-06-03,Email,97.94,84840,4157,287,15973.82
2025-04-20,Paid Social,2328.09,262188,2736,66,4759.66
2024-10-06,Paid Social,1821.51,200681,2528,62,4458.83
2025-06-21,Paid Social,2661.58,298594,3675,84,6145.36
2025-07-22,SEO,187.08,207800,4075,127,8504.13
2025-05-05,Paid Social,3141.86,394897,5401,105,6904.73
2025-10-23,PAID SOCIAL,3359.86,405332,4535,109,6958.79
2025-08-04,Paid Search,762.54,37010,1303,60,4452.33
2025-03-16,Paid Social,2139.19,276447,3113,72,5123.47
2025-07-15,Email,107.26,94671,3708,223,13762.04
2024-02-05,Paid Social,950.66,118943,1568,43,2753.68
2024-08-29,Email,97.77,82337,3157,213,13727.07
2025-03-16,SEO,140.41,171103,3874,121,8455.5
2025-07-21,PAID SEARCH,707.71,29929,998,50,3793.07
2024-12-19,SEO,195.41,236700,4883,159,11084.2
2025-02-11,paid search,803.95,39684,1491,72,5483.9
2024-05-23,Paid Search,602.33,27800,867,37,2477.05
2024-12-29,Paid_Social,,207255,2219,65,4450.82
2025-06-08,SEO,138.49,154157,2943,82,5786.22
2025-06-19,SEO,236.66,251866,4677,141,9494.79
2024-01-31,Paid Search,683.68,30358,1047,48,3513.04
2024-07-30,SEO,190.3,193449,4104,115,7821.18
2024-07-24,Paid Social,1886.75,217687,2918,92,5893.37
2025-10-24,Paid Search,780.49,38545,1314,64,4973.53
2025-07-03,Email,101.92,87532,3442,232,13694.62
2024-08-04,SEO,151.33,180316,3431,118,8377.97
2025-08-27,SEO,179.21,183324,4187,117,8970.02
2024-09-19,Paid Social,,228427,2494,58,4275.66
2025-04-04,Paid Social,2986.31,354334,4830,98,6906.77
2025-07-30,Paid Social,3713.24,426127,5054,97,6048.82
2024-11-14,Email,89.46,75323,3298,193,11861.41
2024-09-17,SEO,221.77,250661,5079,154,10116.63
2025-03-26,email,93.74,71872,3305,200,12537.53
2024-12-18,Paid Social,2219.1,243139,3132,73,4690.52
2025-02-27,Email,96.61,76948,3411,221,12343.88
2024-12-28,Paid Search,603.86,25062,980,45,3478.93
2024-03-04,Paid Search,568.04,25651,847,40,2709.83
2025-07-18,Email,87.58,69004,3188,192,11476.25
2025-09-08,SEO,235.3,278828,6279,198,14177.13
2025-03-28,SEO,186.83,201346,3675,107,6836.61
2024-07-06,Email,79.38,70781,3050,226,14215.59
2025-10-29,SEO,227.34,254423,5380,151,11050.47
2025-08-12,Email,104.15,91648,4349,261,15976.25
2024-09-02,Paid Search,682.58,33465,1234,55,3876.91
2025-05-22,Paid Search,717.37,34511,1109,57,3914.17
2024-02-08,Paid Search,611.1,26086,891,39,2717.05
2024-04-08,Email,87.83,79885,3579,200,12675.0
2024-06-02,Email,76.83,59479,2720,177,10361.21
2024-05-20,Email,95.67,74298,3300,239,14109.82
2025-01-09,Email,102.43,85431,3925,242,14233.79
2024-07-05,Email,81.69,63962,2996,175,11218.45
2025-04-06,Email,79.74,61685,3091,182,10637.39
2025-03-01,Paid Search,598.61,25788,943,41,2895.25
2024-05-11,Email,75.47,62096,3047,181,11695.93
2024-09-15,Email,77.15,63280,3086,219,14269.56
2025-01-13,Paid Social,2406.81,282953,3893,89,5914.36
2024-10-20,Email,80.06,62244,2467,162,10066.36
2025-09-02,Email,93.81,73988,3799,280,17395.28
2024-12-22,Paid Search,525.71,21822,696,35,2398.62
2024-08-05,Paid Search,711.05,32910,1174,49,3399.47
2024-03-12,SEO,207.51,235554,4667,126,8199.7
2024-09-20,SEO,214.63,237387,4238,113,7707.92
2024-06-29,SEO,125.93,132360,2757,94,6470.59
2025-10-05,Paid Search,545.16,26166,1050,53,3678.87
2025-05-30,SEO,219.57,245808,4781,127,9547.21
2024-02-01,Paid Social,1065.0,121707,1486,36,2594.04
2024-10-08,Paid Search,772.62,32447,1166,52,4043.66
2024-12-08,SEO,136.97,162256,3530,106,8157.69
2025-09-10,Paid Search,672.76,30075,1043,40,3108.69
2024-09-26,Email,89.54,71251,3444,195,11768.35
2024-04-06,Email,68.26,51259,2270,126,8115.44
2024-05-14,SEO,169.77,171468,3926,135,9263.98
2024-11-23,Paid Social,1658.79,203813,2252,54,3991.8
2025-03-15,Email,84.49,67255,2792,201,12974.8
2024-09-24,SEO,172.84,201681,3720,129,8845.48
2024-08-25,Paid Social,1357.42,144511,1846,45,3251.79
2025-08-13,Email,102.65,86527,4181,241,15298.35
2025-01-18,SEO,142.35,142922,2735,86,6065.97
2024-08-19,SEO,205.13,219034,4534,138,9391.82
2024-02-20,Paid Search,634.03,29403,937,45,3291.21
2024-10-30,Email,89.56,79956,3419,215,13685.84
2024-06-10,Email,107.16,80758,3404,192,10738.93
2024-07-21,Paid Social,1424.62,166673,1908,52,3339.46
2025-08-22,Paid Search,838.12,40479,1613,68,4605.22
2025-03-04,Email,107.85,91912,3964,278,17768.17
2025-04-16,Paid Search,785.12,38184,1245,54,3984.11
2024-04-28,Paid_Search,502.37,21858,794,32,2376.9
2025-08-02,Paid Search,594.59,26750,849,42,3413.63
2024-09-02,SEO,214.18,257108,4830,150,10396.55
2024-04-05,Email,84.85,66079,3085,226,13128.03
2024-10-09,Email,81.64,68105,3082,207,12649.66
2025-03-19,Paid Social,2546.64,282000,3613,93,6880.63
2024-11-25,Paid Social,2683.89,285184,3321,87,5940.07
2025-10-29,Paid Search,731.59,36041,1199,48,3397.06
2025-05-03,SEO,161.76,178273,3450,117,8145.6
2024-12-04,Paid Social,2432.13,289105,3416,83,6065.8
2024-01-29,email,87.25,69057,3551,252,15808.33
2025-03-16,Email,83.87,74663,2998,219,13954.88
2025-05-01,Paid Social,2838.09,347595,4346,88,5949.59
2025-07-02,Paid Search,703.64,32851,1189,51,4055.38
2024-12-19,Paid Search,601.74,25228,835,42,3129.71
2025-01-19,SEO,135.24,164781,3721,109,8063.47
2024-07-25,SEO,209.87,219419,4902,153,10447.97
2024-09-28,Paid Search,568.52,23969,817,37,2622.16
2025-02-25,Paid Search,640.5,30978,1070,43,3051.27
2024-08-27,Paid Search,663.86,27962,1104,44,2987.26
2025-01-10,Paid Search,602.27,29671,979,45,3450.24
2025-09-24,Paid Search,725.71,30843,1105,55,4216.97
2025-05-01,SEO,190.98,198118,4665,125,9493.5
2025-10-23,Email,88.83,69623,2872,194,11198.6
2024-09-27,SEO,188.99,202220,3758,111,8037.04
2024-06-12,Email,85.6,76546,3894,219,13951.68
2024-02-03,Paid_Search,469.97,22180,776,33,2226.52
2024-01-12,Email,80.02,62667,2479,167,9514.18
2024-05-06,Paid Social,1493.31,166364,1738,45,3328.72
2024-10-29,seo,219.02,230505,5359,151,10484.2
2024-02-29,SEO,161.42,189026,4509,128,8697.38
2025-02-04,Paid Social,2555.32,285247,3674,82,5679.7
2024-07-29,Paid Social,1962.6,226795,2440,75,5460.09
2025-01-30,Paid Search,730.49,31799,970,42,3002.15
2025-09-17,Email,99.23,79875,3825,229,13943.63
2024-07-24,Email,101.84,83365,4284,286,16653.64
2024-11-28,SEO,221.46,232054,4981,134,9628.87
2024-02-15,Paid Social,1092.17,133426,1745,52,3788.07
2024-10-13,Paid Social,1603.41,189471,2138,51,3761.25
2024-10-02,Paid Search,781.33,32910,1083,49,3742.84
2024-08-30,Paid Social,2251.01,270429,3061,91,6768.58
2025-04-27,Paid Search,468.16,22766,768,30,2062.31
2024-11-04,Email,107.58,94498,3967,241,13540.94
2024-02-23,Paid Search,710.15,30077,1195,53,4271.87
2025-04-19,Email,85.58,74579,3379,225,15078.04
2025-10-04,Paid Social,2566.08,273163,3379,82,5269.19
2025-10-20,Paid Social,3565.66,441388,5281,107,7976.52
2025-08-18,Paid Search,673.75,30592,928,43,3269.02
2025-07-16,SEO,225.75,255474,4606,160,11175.26
2024-05-02,Paid Social,1614.85,177729,2395,65,4727.42
2025-04-09,SEO,195.55,229693,5081,166,12584.78
2025-06-14,PAID SEARCH,477.71,20696,755,29,2037.89
2025-01-11,SEO,,177042,3605,127,9627.71
2024-10-21,Email,89.0,78052,3763,210,12333.41
2025-10-28,Paid Search,746.44,33817,1076,46,3662.39
2024-02-08,Email,97.42,84190,3456,257,14688.51
2024-07-19,Paid Social,1707.29,204834,2395,67,4258.97
2024-03-23,PAID SOCIAL,986.98,116083,1218,34,2230.16
2024-08-12,SEO,185.29,219115,4918,154,9755.34
2024-08-15,Email,105.94,95093,4873,272,16009.9
2024-03-02,SEO,123.88,139739,2835,95,6635.52
2024-01-06,paid social,729.73,77504,904,28,1985.9
2024-07-27,Paid Social,1242.57,139691,1870,53,3381.0
2025-03-28,Paid Social,3192.49,351265,4811,98,7285.92
2025-08-03,SEO,174.45,175323,3904,122,8489.93
2024-05-30,SEO,202.03,206600,4428,138,10173.57
2024-01-26,Email,100.29,76804,3625,235,12994.98
2025-01-19,Paid Search,522.83,22757,696,32,2594.02
2024-12-21,Paid Social,2103.6,226312,2976,71,4530.45
2025-09-15,Email,114.42,94960,4273,263,15744.95
2024-04-29,paid search,734.24,32770,1107,51,3413.28
2025-08-04,Email,111.04,95222,4559,337,20063.83
2025-05-16,Paid Search,832.2,37006,1288,62,4462.14
2024-02-10,SEO,154.02,176449,3641,112,7365.84
2024-02-23,Email,92.84,84282,3567,244,14546.86
2025-06-07,Paid Social,2592.54,278298,3028,85,6212.27
2024-10-12,Paid Search,463.86,19281,640,29,2033.86
2024-05-21,Paid Social,1438.31,179250,1975,55,4029.33
2025-10-11,SEO,181.85,198464,3771,108,8099.23
2025-06-04,SEO,213.2,259177,4994,148,11188.92
2025-05-27,SEO,224.56,268358,6075,164,11131.48
2025-05-29,SEO,175.3,213657,5055,146,9779.48
2024-03-12,paid search,714.0,34140,1323,53,3698.26
2025-01-02,SEO,187.86,226535,5448,167,11013.71
2025-08-18,Paid Social,4137.47,452652,5340,90,6342.94
2024-03-11,SEO,200.65,227707,4222,119,8139.14
2024-06-22,Paid Search,492.55,23614,949,42,3387.8
2024-11-09,SEO,157.29,164981,3797,121,9113.02
2025-05-06,Email,111.94,102274,5021,283,17102.0
2025-07-24,SEO,183.78,204907,4888,159,10071.86
2025-03-12,Email,105.43,94377,4492,307,19044.4
2025-08-31,SEO,147.35,178386,3815,134,8690.21
2024-05-02,Paid Search,685.47,30903,1212,53,3537.14
2024-10-31,SEO,193.85,210708,4580,127,8112.88
2025-09-20,Email,65.45,49234,1932,130,7823.61
2024-12-29,SEO,154.11,187448,3855,116,8424.9
2025-07-10,Email,104.91,94599,3904,230,14853.3
2025-04-29,SEO,224.98,240115,5773,193,12659.25
2025-09-30,Email,105.21,88582,3476,232,14844.56
2024-10-19,Paid Search,463.26,19539,651,29,2056.91
2025-06-02,Email,96.02,75665,3591,215,13515.04
2024-03-31,SEO,152.34,183887,4371,154,11161.5
2025-02-19,Email,101.75,88656,3866,246,14439.31
2025-08-17,Email,64.99,54343,2624,160,9186.58
2024-10-20,SEO,166.97,188832,4366,138,10340.07
2025-06-01,SEO,148.08,160739,3113,82,5206.84
2024-06-08,Paid Search,573.46,27076,852,42,3233.68
2025-10-07,SEO,222.45,269311,4829,167,11835.37
2025-03-19,Email,95.46,85986,3547,207,13289.09
2025-01-02,Email,103.55,82791,4235,297,17313.32
2024-04-15,Paid Social,1177.08,129539,1404,42,2894.41
2024-03-13,SEO,159.02,190518,4550,126,9011.51
2024-07-23,Paid Social,2037.52,234309,2723,66,4835.57
2024-03-14,SEO,172.01,190850,3925,124,7975.49
2025-06-29,Paid Search,479.85,22821,892,43,2942.01
2025-10-04,Paid_Search,544.92,26639,852,42,2865.16
2024-03-25,SEO,172.27,200492,4239,115,8675.27
2025-09-09,Paid Search,826.58,35214,1163,49,3817.98
2024-11-22,Paid Social,2491.27,320070,4079,106,7512.09
2025-03-25,SEO,178.85,196111,3832,135,8562.64
2025-01-14,Paid Search,688.71,30669,985,50,3716.24
2024-11-30,Email,79.67,68080,3397,244,14893.9
2025-10-30,SEO,231.17,234704,5171,156,10199.58
2024-04-04,Paid Search,573.55,25409,1010,38,2810.16
2025-02-12,Paid Social,2751.73,352552,4579,122,8132.46
2024-02-27,SEO,205.62,215451,4970,134,10186.49
2024-01-30,SEO,180.9,218689,4590,142,9934.41
2025-04-30,Paid Search,747.14,30801,1231,53,3689.78
2024-05-15,Paid Social,1392.92,154450,2103,59,3829.63
2024-10-03,Paid Search,688.45,28256,1097,43,3221.05
2025-03-15,Paid Search,458.32,22683,700,30,2148.07
2024-06-27,Email,94.76,76466,3257,196,12490.48
2024-05-25,SEO,122.04,141885,2567,85,5767.89
2024-06-14,Email,89.59,67974,3225,184,10858.15
2025-08-29,SEO,202.1,233452,5620,191,12281.15
2024-03-27,Email,102.41,81748,4165,301,18036.25
2025-05-17,Email,69.63,55180,2224,133,7884.72
2024-01-16,Email,77.65,68198,3123,186,11760.06
2024-10-03,Email,106.62,91072,3975,230,12997.91
2024-04-04,Email,96.39,86834,3594,212,13735.41
2025-03-02,SEO,150.29,169705,3109,103,7846.13
2025-05-05,Paid Search,728.42,31560,1112,53,4300.31
2024-06-06,Email,104.43,86314,3475,259,16013.39
2025-01-29,SEO,210.89,240188,5658,168,11563.86
2025-02-24,SEO,184.72,212955,3983,132,9039.86
2024-06-13,Paid Search,763.15,37460,1360,69,5220.67
2025-08-19,SEO,212.71,216735,4561,143,9308.1
2024-09-22,Paid Search,485.45,20096,732,33,2442.93
2025-10-03,SEO,224.91,250032,5009,157,10611.73
2025-06-02,SEO,191.65,228854,5305,152,10154.63
2025-05-31,SEO,161.63,176432,3621,129,8298.45
2025-03-30,Email,81.72,73849,3819,219,13664.96
2024-03-18,Paid Social,1209.17,130560,1774,47,3506.54
2025-08-12,Paid Social,3769.14,423900,4600,93,6428.9
2025-03-29,Email,84.51,65049,3042,175,10937.47
2025-04-30,Paid Social,,296640,3859,85,5539.0
2025-09-16,Paid Social,3914.87,441845,5148,86,6276.94
2025-09-15,SEO,210.31,227230,4613,129,9579.48
2025-05-11,Paid Search,608.31,27473,1000,48,3202.92
2024-03-28,SEO,192.92,228442,5046,173,12103.63
2025-10-09,Paid Social,3549.24,416393,4456,79,5329.35
2024-08-23,Email,91.53,72662,2861,182,10556.72
2025-03-04,Paid Search,797.24,34365,1110,56,4079.4
2024-10-09,PAID SEARCH,606.64,28671,893,38,2531.17
2024-06-11,Paid Social,1444.51,157002,1814,51,3733.31
2025-06-03,Paid Social,2966.11,370414,4472,102,7622.92
2024-01-04,Email,89.52,76726,3361,193,11058.15
2024-01-28,Paid Search,507.9,24811,767,34,2292.74
2024-03-08,Paid Search,637.56,28686,1153,54,4059.47
2024-03-24,Paid Social,896.67,108400,1443,44,2891.95
2025-03-06,SEO,229.04,244523,5498,169,11044.33
2025-09-11,SEO,204.56,220404,4504,146,10047.32
2024-12-03,Paid Search,683.68,31907,1106,49,3372.48
2025-07-16,Email,109.78,98313,4575,295,17259.29
2024-09-10,Email,99.99,79837,3693,263,15035.2
2025-04-01,SEO,187.28,195836,4695,150,10897.24
2024-05-16,SEO,188.72,219981,4547,155,11032.29
2024-11-17,Paid Search,478.28,23758,811,40,2815.96
2024-03-10,SEO,121.55,127104,2764,88,6682.21
2024-09-09,Paid Social,1943.61,239205,3253,103,7009.85
2025-02-16,seo,133.74,142511,3397,92,6209.76
2024-08-01,Paid Social,1817.4,208897,2153,65,4225.49
2025-05-04,Email,73.65,59260,2842,169,10894.24
2024-09-15,Paid Social,1455.38,156824,1615,41,3057.61
2025-10-12,SEO,163.28,164880,3516,100,6703.68
2024-04-26,Email,84.64,74548,3209,216,12225.17
2024-08-06,SEO,205.8,244028,4766,135,9690.25
2025-07-13,Paid Social,2437.41,304811,3986,116,8430.32
2025-05-29,Paid Search,795.08,35087,1390,64,4735.39
2025-01-13,SEO,196.9,234402,5129,173,11057.25
2024-11-22,Email,109.1,93808,4775,323,19643.46
2024-09-01,Paid Search,588.33,25711,1008,51,4093.01
2025-02-28,paid social,2423.83,261840,3293,80,4949.47
2025-04-23,Paid Search,704.0,35059,1083,52,3861.61
2025-10-06,Paid Social,3974.53,498543,5589,101,7381.76
2024-10-04,Paid Social,1854.22,237018,2625,74,5312.38
2024-01-11,Email,100.49,88160,4275,312,18691.17
2025-08-19,EMAIL,93.38,81345,3734,277,16877.73
2025-05-19,Email,92.43,75389,3225,194,12326.58
2025-07-19,Email,83.64,64292,2460,160,9153.54
2024-03-05,Paid Social,1301.61,165816,1692,52,3341.84
2024-10-07,SEO,217.46,253984,5432,190,13168.63
2025-01-27,Email,88.49,80705,4165,298,18019.2
2025-07-14,Paid Social,3171.73,395593,5193,113,8138.31
2024-01-06,SEO,127.15,133758,2532,82,6197.58
2024-03-06,Paid Social,1358.24,170062,1803,55,3397.24
2024-12-23,SEO,220.85,252857,4692,156,10263.28
2024-02-20,Paid Social,1075.02,137323,1817,48,3059.31
2024-06-23,SEO,136.19,157065,3472,102,7772.37
2024-07-10,Email,106.57,88012,3541,236,15319.36
2025-03-24,Paid Search,709.39,33088,1270,54,4043.42
2025-04-03,Paid Social,3075.6,332754,3553,79,5601.65
2024-02-04,Paid Social,843.4,96333,1134,34,2205.7
2024-01-16,Paid Social,1068.6,115396,1431,44,2880.5
2024-08-09,SEO,191.56,191880,4617,125,9305.23
2025-05-16,Email,113.12,98765,4302,261,16196.28
2024-04-05,Paid Search,654.28,27153,1054,40,2799.7
2025-09-30,SEO,203.05,208596,3780,101,7575.77
2025-01-24,Paid Social,2927.56,355326,4558,119,8324.57
2024-10-07,Paid Social,2198.82,256514,2675,61,3900.1
2025-09-03,Paid Social,3157.31,343742,3610,73,5122.01
2025-01-13,Paid Search,659.58,29508,899,36,2789.65
2024-09-10,Paid Search,735.05,36170,1192,52,4065.99
2024-01-04,Paid Search,639.8,29937,893,46,3443.73
2025-02-26,Email,111.8,86028,4394,243,15511.84
2024-08-08,SEO,179.18,202537,4560,145,10481.11
2024-06-03,Paid Search,656.9,31718,1103,56,4372.09
2025-01-27,SEO,183.91,218283,4958,141,9183.56
2025-01-15,Paid Social,2351.46,295215,3462,80,5062.68
2025-04-16,Paid Social,3016.63,327399,3790,87,6346.73
2025-02-10,Paid Search,632.06,25893,1032,41,3251.73
2024-12-22,Email,80.64,69910,3133,186,12479.94
2025-09-14,Paid Search,620.95,27821,876,41,3305.82
2025-02-21,Paid Search,616.25,28939,1018,45,3212.85
2025-10-22,Paid Social,4425.01,480930,6307,91,5941.38
2024-09-08,SEO,123.84,129015,2733,85,6288.35
2024-01-18,Email,101.5,85506,3687,265,17033.41
2024-06-18,SEO,204.31,223602,4127,126,9587.15
2024-10-16,Paid Social,2014.41,240693,2960,70,5005.52
2024-03-06,Paid Search,733.33,33715,1091,55,4096.23
2025-10-25,Email,,66624,2977,188,10369.05
2024-04-27,Paid Social,1129.4,122103,1264,40,2637.01
2024-07-18,Email,83.21,70884,2927,207,11780.15
2024-06-04,SEO,193.45,199549,4741,149,10970.54
2025-03-28,Paid Search,638.89,26294,981,48,3498.86
2024-12-26,Email,92.49,78893,3244,215,12176.52
2024-09-21,SEO,141.01,148334,2752,75,5690.27
2024-12-07,Email,69.33,60504,2451,156,9027.24
2024-10-07,Paid Search,664.39,32908,1219,56,3775.45
2025-06-04,Paid Search,679.23,28981,1092,42,3126.74
2025-10-26,Email,74.34,59317,2874,185,11065.0
2025-10-07,Email,106.96,84185,3619,219,13567.36
2024-05-06,Paid Search,589.51,29236,1132,49,3826.24
2025-10-13,SEO,191.6,211045,4286,130,9850.07
2025-07-22,Paid Search,771.73,37158,1353,56,4520.27
2024-11-30,SEO,,181402,3765,133,9720.18
2024-12-01,Email,63.38,56219,2897,172,10705.66
2024-11-25,Email,86.77,73814,3216,232,14654.25
2025-01-17,Paid Social,2553.29,317363,3968,85,5303.26
2024-04-23,Email,98.63,86097,4378,277,18248.72
2024-11-19,Paid Social,2080.32,263953,3450,95,6034.29
2024-06-30,Email,79.66,60728,2723,188,10374.06
2024-07-30,paid social,1701.07,205558,2709,78,5615.34
2024-05-12,Paid Search,537.52,22332,687,30,2315.18
2025-05-22,Email,114.33,94076,4602,306,18980.0
2024-09-16,Paid Social,,266150,3006,78,4949.44
2024-10-26,SEO,160.33,193440,4291,130,9909.58
2024-03-17,PAID SOCIAL,,101787,1235,32,2180.53
2025-08-21,Paid Search,745.4,33426,1080,51,3798.87
2025-04-23,Email,103.29,79811,3743,254,16194.87
2025-04-05,Paid Search,592.66,24275,855,37,2511.61
2025-05-03,Email,65.68,59611,2963,169,10097.21
2025-06-16,Email,107.18,84923,4091,229,14761.85
2024-07-17,PAID SOCIAL,1788.57,206794,2283,59,4270.4
2025-10-31,Paid Search,671.81,28518,1031,44,3523.38
2025-07-24,Email,93.76,80549,3844,228,14360.57
2025-03-13,Email,91.52,78637,3230,220,14456.2
2024-02-08,SEO,172.25,181013,3814,134,9774.19
2024-04-29,paid search,734.24,32770,1107,51,3413.28
2025-09-24,Paid Social,3922.94,421264,5587,92,6563.37
2025-10-16,SEO,208.36,254574,5168,165,11176.12
2025-02-08,Paid Social,2141.55,235088,2564,77,5752.21
2024-10-15,Paid Search,673.59,27697,1059,42,2836.13
2024-10-01,Paid Social,2130.35,231550,2883,79,5164.93
2024-08-22,Paid Social,2174.88,264742,3310,88,5386.49
2025-04-21,SEO,203.36,247498,4447,155,11353.38
2025-04-04,Email,113.6,91109,3902,249,15878.72
2025-07-05,SEO,132.54,154228,3028,100,6368.03
2024-10-20,Paid Search,533.74,25624,965,48,3544.17
2025-07-27,PAID SEARCH,576.56,28706,928,42,3154.13
2024-08-01,Paid Search,738.47,31761,1132,45,3325.23
2024-06-01,Paid Social,1315.88,161825,2006,62,4482.72
2025-03-29,Paid Social,2151.62,240712,3082,75,5352.94
2025-09-29,Email,105.88,91720,3829,219,13200.69
2025-07-18,Paid Social,3969.3,441243,4896,81,6002.22
2024-07-08,Paid Social,1707.92,188709,2093,65,4842.7
2025-03-01,Paid Social,2289.36,265041,3247,79,5537.38
2024-05-02,SEO,160.61,164170,2930,100,6665.36
2025-10-18,Email,68.65,55498,2430,155,8650.89
2025-08-29,Paid Search,724.94,33739,1331,59,4584.98
2025-07-29,email,113.09,90213,4139,255,14966.5
2024-12-07,Paid Search,532.32,25333,787,31,2258.46
2025-04-02,Email,100.9,78372,3552,234,15351.93
2025-05-14,Paid Search,629.65,29740,1045,41,3095.28
2024-11-05,Paid Search,792.02,38080,1134,57,3834.35
2024-10-14,SEO,185.93,210106,3857,135,9363.9
2024-08-06,Email,95.79,84299,4145,232,13734.15
2025-01-28,Paid Social,2618.31,331406,3728,98,6860.15
