Date,Channel,Spend,Impressions,Clicks,Conversions,Revenue,CAC,ROAS,ConversionRate,CTR,Month,Week
2025-05-02,SEO,230.9,242346,5064,169,12627.38,1.37,54.688,3.337,2.09,2025-05,2025-04-28/2025-05-04
2025-05-02,Paid Search,798.48,33095,1105,43,3027.32,18.57,3.791,3.891,3.339,2025-05,2025-04-28/2025-05-04
2025-05-02,Paid Social,3505.75,415489,4747,109,7362.64,32.16,2.1,2.296,1.143,2025-05,2025-04-28/2025-05-04
2025-05-02,Email,91.26,74258,2997,199,12023.74,0.46,131.753,6.64,4.036,2025-05,2025-04-28/2025-05-04
2025-05-03,Email,65.68,59611,2963,169,10097.21,0.39,153.733,5.704,4.971,2025-05,2025-04-28/2025-05-04
2025-05-03,Paid Social,2666.86,305290,3179,79,5175.09,33.76,1.941,2.485,1.041,2025-05,2025-04-28/2025-05-04
2025-05-03,Paid Search,472.8,21542,859,36,2522.25,13.13,5.335,4.191,3.988,2025-05,2025-04-28/2025-05-04
2025-05-03,SEO,161.76,178273,3450,117,8145.6,1.38,50.356,3.391,1.935,2025-05,2025-04-28/2025-05-04
2025-05-04,Paid Social,2425.65,278992,3582,81,5030.07,29.95,2.074,2.261,1.284,2025-05,2025-04-28/2025-05-04
2025-05-04,Paid Search,590.96,28049,981,38,2682.96,15.55,4.54,3.874,3.497,2025-05,2025-04-28/2025-05-04
2025-05-04,Email,73.65,59260,2842,169,10894.24,0.44,147.919,5.947,4.796,2025-05,2025-04-28/2025-05-04
2025-05-04,SEO,131.69,140226,3045,104,6576.83,1.27,49.942,3.415,2.171,2025-05,2025-04-28/2025-05-04
2025-05-05,Paid Search,728.42,31560,1112,53,4300.31,13.74,5.904,4.766,3.523,2025-05,2025-05-05/2025-05-11
2025-05-05,Paid Social,3141.86,394897,5401,105,6904.73,29.92,2.198,1.944,1.368,2025-05,2025-05-05/2025-05-11
2025-05-05,SEO,219.65,254484,5017,155,10222.36,1.42,46.539,3.089,1.971,2025-05,2025-05-05/2025-05-11
2025-05-05,Email,91.23,69877,3336,241,14436.12,0.38,158.239,7.224,4.774,2025-05,2025-05-05/2025-05-11
2025-05-06,SEO,208.96,213836,4406,149,9696.05,1.4,46.401,3.382,2.06,2025-05,2025-05-05/2025-05-11
2025-05-06,Paid Search,794.77,37247,1460,63,4602.39,12.62,5.791,4.315,3.92,2025-05,2025-05-05/2025-05-11
2025-05-06,Paid Social,2693.44,336840,4133,89,5724.74,30.26,2.125,2.153,1.227,2025-05,2025-05-05/2025-05-11
2025-05-06,Email,111.94,102274,5021,283,17102.0,0.4,152.778,5.636,4.909,2025-05,2025-05-05/2025-05-11
2025-05-07,Paid Social,2812.65,305945,4170,110,8030.58,25.57,2.855,2.638,1.363,2025-05,2025-05-05/2025-05-11
2025-05-07,SEO,177.34,193796,4488,144,10827.05,1.23,61.052,3.209,2.316,2025-05,2025-05-05/2025-05-11
2025-05-07,Paid Search,625.74,30088,921,42,3139.21,14.9,5.017,4.56,3.061,2025-05,2025-05-05/2025-05-11
2025-05-07,Email,102.93,88561,3716,218,12555.21,0.47,121.978,5.867,4.196,2025-05,2025-05-05/2025-05-11
2025-05-08,Paid Search,753.56,32764,1009,46,3296.98,16.38,4.375,4.559,3.08,2025-05,2025-05-05/2025-05-11
2025-05-08,SEO,220.76,224289,4503,148,9443.67,1.49,42.778,3.287,2.008,2025-05,2025-05-05/2025-05-11
2025-05-08,Paid Social,3551.59,401677,5470,121,7732.45,29.35,2.177,2.212,1.362,2025-05,2025-05-05/2025-05-11
2025-05-08,Email,85.21,70287,2932,217,12720.97,0.39,149.29,7.401,4.171,2025-05,2025-05-05/2025-05-11
2025-05-09,Paid Search,816.17,34228,1309,65,5217.54,12.56,6.393,4.966,3.824,2025-05,2025-05-05/2025-05-11
2025-05-09,Paid Social,2843.08,323206,3777,88,5946.58,32.31,2.092,2.33,1.169,2025-05,2025-05-05/2025-05-11
2025-05-09,SEO,215.76,236714,4829,155,10541.11,1.39,48.856,3.21,2.04,2025-05,2025-05-05/2025-05-11
2025-05-09,Email,103.2,92275,3581,200,12746.7,0.52,123.515,5.585,3.881,2025-05,2025-05-05/2025-05-11
2025-05-10,SEO,167.08,177098,4083,109,8251.33,1.53,49.386,2.67,2.306,2025-05,2025-05-05/2025-05-11
2025-05-10,Email,64.6,51686,2524,179,11006.81,0.36,170.384,7.092,4.883,2025-05,2025-05-05/2025-05-11
2025-05-10,Paid Search,525.69,23067,690,28,1979.67,18.77,3.766,4.058,2.991,2025-05,2025-05-05/2025-05-11
2025-05-10,Paid Social,2073.17,266998,3327,85,6310.09,24.39,3.044,2.555,1.246,2025-05,2025-05-05/2025-05-11
2025-05-11,Paid Social,2362.03,286399,3864,98,6133.95,24.1,2.597,2.536,1.349,2025-05,2025-05-05/2025-05-11
2025-05-11,SEO,176.54,186297,3709,108,8243.23,1.63,46.693,2.912,1.991,2025-05,2025-05-05/2025-05-11
2025-05-11,Email,71.84,57131,2760,205,13194.6,0.35,183.666,7.428,4.831,2025-05,2025-05-05/2025-05-11
2025-05-11,Paid Search,608.31,27473,1000,48,3202.92,12.67,5.265,4.8,3.64,2025-05,2025-05-05/2025-05-11
2025-05-12,SEO,225.19,252760,5526,157,12005.44,1.43,53.312,2.841,2.186,2025-05,2025-05-12/2025-05-18
2025-05-12,Paid Social,3010.12,346726,3768,97,7027.47,31.03,2.335,2.574,1.087,2025-05,2025-05-12/2025-05-18
2025-05-12,Email,86.73,74013,3118,185,12015.96,0.47,138.544,5.933,4.213,2025-05,2025-05-12/2025-05-18
2025-05-12,Paid Search,752.11,36909,1234,57,3994.16,13.19,5.311,4.619,3.343,2025-05,2025-05-12/2025-05-18
2025-05-13,SEO,191.38,216497,4990,144,9641.3,1.33,50.378,2.886,2.305,2025-05,2025-05-12/2025-05-18
2025-05-13,Email,97.96,89239,3975,282,17066.91,0.35,174.223,7.094,4.454,2025-05,2025-05-12/2025-05-18
2025-05-13,Paid Social,2782.69,336176,3748,84,5241.11,33.13,1.883,2.241,1.115,2025-05,2025-05-12/2025-05-18
2025-05-13,Paid Search,757.58,34726,1309,55,3867.23,13.77,5.105,4.202,3.77,2025-05,2025-05-12/2025-05-18
2025-05-14,Email,101.52,92644,4702,351,22662.04,0.29,223.227,7.465,5.075,2025-05,2025-05-12/2025-05-18
2025-05-14,Paid Social,3446.1,391368,4943,108,6610.21,31.91,1.918,2.185,1.263,2025-05,2025-05-12/2025-05-18
2025-05-14,Paid Search,629.65,29740,1045,41,3095.28,15.36,4.916,3.923,3.514,2025-05,2025-05-12/2025-05-18
2025-05-14,SEO,207.64,245351,5087,178,13010.64,1.17,62.66,3.499,2.073,2025-05,2025-05-12/2025-05-18
2025-05-15,SEO,202.78,226400,4618,164,12556.04,1.24,61.92,3.551,2.04,2025-05,2025-05-12/2025-05-18
2025-05-15,Paid Search,704.69,31208,1175,48,3776.86,14.68,5.36,4.085,3.765,2025-05,2025-05-12/2025-05-18
2025-05-15,Paid Social,2912.08,391491,4781,110,6801.03,26.47,2.335,2.301,1.221,2025-05,2025-05-12/2025-05-18
2025-05-15,Email,106.15,94653,4294,249,15792.54,0.43,148.776,5.799,4.537,2025-05,2025-05-12/2025-05-18
2025-05-16,SEO,199.97,212595,4213,137,9154.82,1.46,45.781,3.252,1.982,2025-05,2025-05-12/2025-05-18
2025-05-16,Paid Social,3052.58,355320,3984,81,5798.24,37.69,1.899,2.033,1.121,2025-05,2025-05-12/2025-05-18
2025-05-16,Paid Search,832.2,37006,1288,62,4462.14,13.42,5.362,4.814,3.481,2025-05,2025-05-12/2025-05-18
2025-05-16,Email,113.12,98765,4302,261,16196.28,0.43,143.178,6.067,4.356,2025-05,2025-05-12/2025-05-18
2025-05-17,SEO,173.37,193744,4120,141,10188.74,1.23,58.769,3.422,2.127,2025-05,2025-05-12/2025-05-18
2025-05-17,Paid Social,2734.25,321142,3340,75,5316.49,36.46,1.944,2.246,1.04,2025-05,2025-05-12/2025-05-18
2025-05-17,Paid Search,565.7,27990,947,45,3377.87,12.57,5.971,4.752,3.383,2025-05,2025-05-12/2025-05-18
2025-05-17,Email,69.63,55180,2224,133,7884.72,0.52,113.237,5.98,4.03,2025-05,2025-05-12/2025-05-18
2025-05-18,Paid Social,2446.73,274616,3725,106,7531.76,23.08,3.078,2.846,1.356,2025-05,2025-05-12/2025-05-18
2025-05-18,Paid Search,619.26,29746,900,43,3234.9,14.4,5.224,4.778,3.026,2025-05,2025-05-12/2025-05-18
2025-05-18,SEO,155.17,163904,3577,124,9166.66,1.25,59.075,3.467,2.182,2025-05,2025-05-12/2025-05-18
2025-05-18,Email,74.42,58276,2813,174,10283.93,0.43,138.188,6.186,4.827,2025-05,2025-05-12/2025-05-18
2025-05-19,Paid Social,3463.14,397277,4769,98,7048.72,35.34,2.035,2.055,1.2,2025-05,2025-05-19/2025-05-25
2025-05-19,Email,92.43,75389,3225,194,12326.58,0.48,133.361,6.016,4.278,2025-05,2025-05-19/2025-05-25
2025-05-19,Paid Search,617.76,25674,1029,49,3721.34,12.61,6.024,4.762,4.008,2025-05,2025-05-19/2025-05-25
2025-05-19,SEO,205.35,212266,4542,125,9168.59,1.64,44.649,2.752,2.14,2025-05,2025-05-19/2025-05-25
2025-05-20,Paid Social,3357.08,380781,4845,115,8123.68,29.19,2.42,2.374,1.272,2025-05,2025-05-19/2025-05-25
2025-05-20,Paid Search,738.16,33937,1041,50,3929.28,14.76,5.323,4.803,3.067,2025-05,2025-05-19/2025-05-25
2025-05-20,Email,105.15,80285,3483,199,12495.56,0.53,118.836,5.713,4.338,2025-05,2025-05-19/2025-05-25
2025-05-20,SEO,235.38,245387,5612,169,11722.87,1.39,49.804,3.011,2.287,2025-05,2025-05-19/2025-05-25
2025-05-21,Paid Search,626.28,27700,917,39,3169.17,16.06,5.06,4.253,3.31,2025-05,2025-05-19/2025-05-25
2025-05-21,SEO,206.79,242528,4424,146,10485.87,1.42,50.708,3.3,1.824,2025-05,2025-05-19/2025-05-25
2025-05-21,Email,90.12,79835,3344,213,11927.32,0.42,132.349,6.37,4.189,2025-05,2025-05-19/2025-05-25
2025-05-21,Paid Social,3058.31,382211,4020,82,5249.21,37.3,1.716,2.04,1.052,2025-05,2025-05-19/2025-05-25
2025-05-22,SEO,202.17,229923,5217,144,10525.34,1.4,52.062,2.76,2.269,2025-05,2025-05-19/2025-05-25
2025-05-22,Email,114.33,94076,4602,306,18980.0,0.37,166.011,6.649,4.892,2025-05,2025-05-19/2025-05-25
2025-05-22,Paid Search,717.37,34511,1109,57,3914.17,12.59,5.456,5.14,3.213,2025-05,2025-05-19/2025-05-25
2025-05-22,Paid Social,2862.57,368493,4418,108,7066.25,26.51,2.468,2.445,1.199,2025-05,2025-05-19/2025-05-25
2025-05-23,SEO,178.78,203272,4717,127,8961.44,1.41,50.126,2.692,2.321,2025-05,2025-05-19/2025-05-25
2025-05-23,Paid Search,796.45,32802,978,46,3384.94,17.31,4.25,4.703,2.982,2025-05,2025-05-19/2025-05-25
2025-05-23,Paid Social,3122.38,390227,5194,123,7599.07,25.39,2.434,2.368,1.331,2025-05,2025-05-19/2025-05-25
2025-05-23,Email,97.39,77630,3216,230,13045.13,0.42,133.947,7.152,4.143,2025-05,2025-05-19/2025-05-25
2025-05-24,Email,75.77,60112,2754,171,9427.74,0.44,124.426,6.209,4.581,2025-05,2025-05-19/2025-05-25
2025-05-24,Paid Social,2077.1,253424,3304,85,6003.38,24.44,2.89,2.573,1.304,2025-05,2025-05-19/2025-05-25
2025-05-24,Paid Search,541.32,25050,783,35,2726.45,15.47,5.037,4.47,3.126,2025-05,2025-05-19/2025-05-25
2025-05-24,SEO,142.99,161048,3846,101,7312.49,1.42,51.14,2.626,2.388,2025-05,2025-05-19/2025-05-25
2025-05-25,Paid Social,2401.66,300008,4122,111,8065.05,21.64,3.358,2.693,1.374,2025-05,2025-05-19/2025-05-25
2025-05-25,SEO,146.81,157399,2830,95,6210.1,1.55,42.3,3.357,1.798,2025-05,2025-05-19/2025-05-25
2025-05-25,Paid Search,551.53,25851,1039,43,3058.73,12.83,5.546,4.139,4.019,2025-05,2025-05-19/2025-05-25
2025-05-25,Email,69.04,62088,2413,136,8300.25,0.51,120.224,5.636,3.886,2025-05,2025-05-19/2025-05-25
2025-05-26,Paid Social,3330.82,396459,5012,107,6906.03,31.13,2.073,2.135,1.264,2025-05,2025-05-26/2025-06-01
2025-05-26,Paid Search,748.23,35529,1308,56,4037.09,13.36,5.396,4.281,3.681,2025-05,2025-05-26/2025-06-01
2025-05-26,Email,86.97,77259,3553,205,11725.32,0.42,134.82,5.77,4.599,2025-05,2025-05-26/2025-06-01
2025-05-26,SEO,219.87,254537,5702,200,13674.9,1.1,62.195,3.508,2.24,2025-05,2025-05-26/2025-06-01
2025-05-27,SEO,224.56,268358,6075,164,11131.48,1.37,49.57,2.7,2.264,2025-05,2025-05-26/2025-06-01
2025-05-27,Paid Social,2893.65,337829,3765,77,5440.17,37.58,1.88,2.045,1.114,2025-05,2025-05-26/2025-06-01
2025-05-27,Email,97.43,77944,3124,195,10787.3,0.5,110.718,6.242,4.008,2025-05,2025-05-26/2025-06-01
2025-05-27,Paid Search,739.82,35319,1326,60,4785.13,12.33,6.468,4.525,3.754,2025-05,2025-05-26/2025-06-01
2025-05-28,Email,101.78,88047,3735,251,14988.94,0.41,147.268,6.72,4.242,2025-05,2025-05-26/2025-06-01
2025-05-28,Paid Search,620.04,27720,895,34,2295.24,18.24,3.702,3.799,3.229,2025-05,2025-05-26/2025-06-01
2025-05-28,SEO,231.63,277977,5096,134,9424.61,1.73,40.688,2.63,1.833,2025-05,2025-05-26/2025-06-01
2025-05-28,Paid Social,3607.84,416751,4729,102,6585.77,35.37,1.825,2.157,1.135,2025-05,2025-05-26/2025-06-01
2025-05-29,SEO,175.3,213657,5055,146,9779.48,1.2,55.787,2.888,2.366,2025-05,2025-05-26/2025-06-01
2025-05-29,Paid Search,795.08,35087,1390,64,4735.39,12.42,5.956,4.604,3.962,2025-05,2025-05-26/2025-06-01
2025-05-29,Paid Social,3285.27,359093,4922,101,7533.13,32.53,2.293,2.052,1.371,2025-05,2025-05-26/2025-06-01
2025-05-29,Email,92.88,71281,2864,186,10614.8,0.5,114.285,6.494,4.018,2025-05,2025-05-26/2025-06-01
2025-05-30,Paid Search,812.44,39934,1363,59,4054.16,13.77,4.99,4.329,3.413,2025-05,2025-05-26/2025-06-01
2025-05-30,SEO,219.57,245808,4781,127,9547.21,1.73,43.481,2.656,1.945,2025-05,2025-05-26/2025-06-01
2025-05-30,Email,104.63,80008,3833,214,14018.92,0.49,133.986,5.583,4.791,2025-05,2025-05-26/2025-06-01
2025-05-30,Paid Social,2815.03,324034,3593,76,5513.82,37.04,1.959,2.115,1.109,2025-05,2025-05-26/2025-06-01
2025-05-31,Paid Social,2268.81,293053,3811,113,7915.8,20.08,3.489,2.965,1.3,2025-05,2025-05-26/2025-06-01
2025-05-31,Paid Search,502.17,23829,941,36,2459.47,13.95,4.898,3.826,3.949,2025-05,2025-05-26/2025-06-01
2025-05-31,Email,95.11,51822,2011,129,8225.12,0.74,86.48,6.415,3.881,2025-05,2025-05-26/2025-06-01
2025-05-31,SEO,161.63,176432,3621,129,8298.45,1.25,51.342,3.563,2.052,2025-05,2025-05-26/2025-06-01
2025-06-01,Paid Social,2385.72,295934,4055,118,7387.55,20.22,3.097,2.91,1.37,2025-06,2025-05-26/2025-06-01
2025-06-01,Paid Search,522.03,23624,828,36,2808.24,14.5,5.379,4.348,3.505,2025-06,2025-05-26/2025-06-01
2025-06-01,Email,68.94,57039,2505,184,10578.84,0.37,153.45,7.345,4.392,2025-06,2025-05-26/2025-06-01
2025-06-01,SEO,148.08,160739,3113,82,5206.84,1.81,35.162,2.634,1.937,2025-06,2025-05-26/2025-06-01
2025-06-02,SEO,191.65,228854,5305,152,10154.63,1.26,52.985,2.865,2.318,2025-06,2025-06-02/2025-06-08
2025-06-02,Email,96.02,75665,3591,215,13515.04,0.45,140.752,5.987,4.746,2025-06,2025-06-02/2025-06-08
2025-06-02,Paid Social,3061.66,362852,4629,111,7787.08,27.58,2.543,2.398,1.276,2025-06,2025-06-02/2025-06-08
2025-06-02,Paid Search,776.95,32929,1053,42,3407.02,18.5,4.385,3.989,3.198,2025-06,2025-06-02/2025-06-08
2025-06-03,SEO,219.4,225352,4476,152,11435.62,1.44,52.122,3.396,1.986,2025-06,2025-06-02/2025-06-08
2025-06-03,Paid Social,2966.11,370414,4472,102,7622.92,29.08,2.57,2.281,1.207,2025-06,2025-06-02/2025-06-08
2025-06-03,Paid Search,755.63,37289,1457,71,4764.88,10.64,6.306,4.873,3.907,2025-06,2025-06-02/2025-06-08
2025-06-03,Email,106.4,97336,4188,239,13688.35,0.45,128.65,5.707,4.303,2025-06,2025-06-02/2025-06-08
2025-06-04,Paid Search,679.23,28981,1092,42,3126.74,16.17,4.603,3.846,3.768,2025-06,2025-06-02/2025-06-08
2025-06-04,Paid Social,3364.99,401347,5376,116,7825.27,29.01,2.325,2.158,1.339,2025-06,2025-06-02/2025-06-08
2025-06-04,Email,88.31,68732,2650,187,10849.79,0.47,122.86,7.057,3.856,2025-06,2025-06-02/2025-06-08
2025-06-04,SEO,213.2,259177,4994,148,11188.92,1.44,52.481,2.964,1.927,2025-06,2025-06-02/2025-06-08
2025-06-05,Email,89.94,68463,3439,237,14538.18,0.38,161.643,6.892,5.023,2025-06,2025-06-02/2025-06-08
2025-06-05,SEO,219.34,238621,4309,133,10030.72,1.65,45.731,3.087,1.806,2025-06,2025-06-02/2025-06-08
2025-06-05,Paid Search,764.21,37630,1201,53,3937.08,14.42,5.152,4.413,3.192,2025-06,2025-06-02/2025-06-08
2025-06-05,Paid Social,2865.48,314095,3500,82,5438.35,34.94,1.898,2.343,1.114,2025-06,2025-06-02/2025-06-08
2025-06-06,Email,114.31,88590,4067,231,14976.83,0.49,131.019,5.68,4.591,2025-06,2025-06-02/2025-06-08
2025-06-06,Paid Search,795.02,36112,1144,54,4138.94,14.72,5.206,4.72,3.168,2025-06,2025-06-02/2025-06-08
2025-06-06,Paid Social,3529.27,435548,5128,88,5874.81,40.11,1.665,1.716,1.177,2025-06,2025-06-02/2025-06-08
2025-06-06,SEO,193.83,214563,4372,133,10039.43,1.46,51.795,3.042,2.038,2025-06,2025-06-02/2025-06-08
2025-06-07,Paid Social,2592.54,278298,3028,85,6212.27,30.5,2.396,2.807,1.088,2025-06,2025-06-02/2025-06-08
2025-06-07,Paid Search,505.63,20758,645,28,2216.24,18.06,4.383,4.341,3.107,2025-06,2025-06-02/2025-06-08
2025-06-07,Email,67.31,55118,2156,130,7237.81,0.52,107.529,6.03,3.912,2025-06,2025-06-02/2025-06-08
2025-06-07,SEO,167.23,186422,4429,154,10940.23,1.09,65.42,3.477,2.376,2025-06,2025-06-02/2025-06-08
2025-06-08,Paid Search,515.76,25208,793,33,2277.56,15.63,4.416,4.161,3.146,2025-06,2025-06-02/2025-06-08
2025-06-08,Email,69.19,54386,2282,130,8359.77,0.53,120.823,5.697,4.196,2025-06,2025-06-02/2025-06-08
2025-06-08,Paid Social,2445.11,307690,3383,79,5150.51,30.95,2.106,2.335,1.099,2025-06,2025-06-02/2025-06-08
2025-06-08,SEO,138.49,154157,2943,82,5786.22,1.69,41.781,2.786,1.909,2025-06,2025-06-02/2025-06-08
2025-06-09,Paid Social,3263.57,409958,5459,127,8722.24,25.7,2.673,2.326,1.332,2025-06,2025-06-09/2025-06-15
2025-06-09,Email,108.0,84423,4012,250,14718.92,0.43,136.286,6.231,4.752,2025-06,2025-06-09/2025-06-15
2025-06-09,Paid Search,759.89,36863,1421,67,5153.26,11.34,6.782,4.715,3.855,2025-06,2025-06-09/2025-06-15
2025-06-09,SEO,228.26,244330,4579,147,10884.83,1.55,47.686,3.21,1.874,2025-06,2025-06-09/2025-06-15
2025-06-10,Paid Social,3331.47,357885,4448,80,5900.38,41.64,1.771,1.799,1.243,2025-06,2025-06-09/2025-06-15
2025-06-10,Email,86.01,66485,3037,168,10468.86,0.51,121.717,5.532,4.568,2025-06,2025-06-09/2025-06-15
2025-06-10,SEO,197.67,215687,5053,179,11281.63,1.1,57.073,3.542,2.343,2025-06,2025-06-09/2025-06-15
2025-06-10,Paid Search,829.93,35491,1346,53,3878.43,15.66,4.673,3.938,3.793,2025-06,2025-06-09/2025-06-15
2025-06-11,SEO,214.97,244025,5653,149,10237.93,1.44,47.625,2.636,2.317,2025-06,2025-06-09/2025-06-15
2025-06-11,Paid Social,3164.37,379619,3961,81,5607.88,39.07,1.772,2.045,1.043,2025-06,2025-06-09/2025-06-15
2025-06-11,Paid Search,765.18,34553,1189,57,4133.29,13.42,5.402,4.794,3.441,2025-06,2025-06-09/2025-06-15
2025-06-11,Email,109.94,93370,3719,256,15557.73,0.43,141.511,6.884,3.983,2025-06,2025-06-09/2025-06-15
2025-06-12,SEO,181.02,205836,4809,146,10103.56,1.24,55.815,3.036,2.336,2025-06,2025-06-09/2025-06-15
2025-06-12,Paid Social,3663.81,458365,5452,112,7379.0,32.71,2.014,2.054,1.189,2025-06,2025-06-09/2025-06-15
2025-06-12,Paid Search,743.27,34705,1096,53,3876.65,14.02,5.216,4.836,3.158,2025-06,2025-06-09/2025-06-15
2025-06-12,Email,92.89,84169,3442,225,14429.4,0.41,155.339,6.537,4.089,2025-06,2025-06-09/2025-06-15
2025-06-13,Email,109.96,97192,3952,294,19293.59,0.37,175.46,7.439,4.066,2025-06,2025-06-09/2025-06-15
2025-06-13,Paid Social,3312.71,360722,4320,102,7485.99,32.48,2.26,2.361,1.198,2025-06,2025-06-09/2025-06-15
2025-06-13,Paid Search,679.19,30776,1029,49,3632.79,13.86,5.349,4.762,3.344,2025-06,2025-06-09/2025-06-15
2025-06-13,SEO,221.56,260820,4826,135,8556.11,1.64,38.618,2.797,1.85,2025-06,2025-06-09/2025-06-15
2025-06-14,Paid Social,2357.4,262739,3602,97,6081.79,24.3,2.58,2.693,1.371,2025-06,2025-06-09/2025-06-15
2025-06-14,Paid Search,477.71,20696,755,29,2037.89,16.47,4.266,3.841,3.648,2025-06,2025-06-09/2025-06-15
2025-06-14,Email,67.34,54523,2491,151,9687.26,0.45,143.856,6.062,4.569,2025-06,2025-06-09/2025-06-15
2025-06-14,SEO,197.19,153582,3468,97,6679.18,2.03,33.872,2.797,2.258,2025-06,2025-06-09/2025-06-15
2025-06-15,Paid Search,523.34,23162,726,29,2095.03,18.05,4.003,3.994,3.134,2025-06,2025-06-09/2025-06-15
2025-06-15,Paid Social,2812.7,326977,4162,84,5855.06,33.48,2.082,2.018,1.273,2025-06,2025-06-09/2025-06-15
2025-06-15,SEO,162.75,173414,3441,93,7052.2,1.75,43.331,2.703,1.984,2025-06,2025-06-09/2025-06-15
2025-06-15,Email,78.94,62592,3159,191,10920.83,0.41,138.343,6.046,5.047,2025-06,2025-06-09/2025-06-15
2025-06-16,Paid Search,770.85,35747,1142,46,3358.36,16.76,4.357,4.028,3.195,2025-06,2025-06-16/2025-06-22
2025-06-16,Paid Social,3139.09,379608,4854,119,7386.72,26.38,2.353,2.452,1.279,2025-06,2025-06-16/2025-06-22
2025-06-16,Email,107.18,84923,4091,229,14761.85,0.47,137.73,5.598,4.817,2025-06,2025-06-16/2025-06-22
2025-06-16,SEO,219.04,237403,4443,138,8728.73,1.59,39.85,3.106,1.872,2025-06,2025-06-16/2025-06-22
2025-06-17,Paid Social,2863.09,320200,3928,105,6606.0,27.27,2.307,2.673,1.227,2025-06,2025-06-16/2025-06-22
2025-06-17,Email,96.32,74261,3575,225,14662.08,0.43,152.223,6.294,4.814,2025-06,2025-06-16/2025-06-22
2025-06-17,Paid Search,761.7,34999,1232,62,4408.97,12.29,5.788,5.032,3.52,2025-06,2025-06-16/2025-06-22
2025-06-17,SEO,183.82,204186,4594,139,10197.73,1.32,55.477,3.026,2.25,2025-06,2025-06-16/2025-06-22
2025-06-18,Paid Search,803.69,39401,1413,67,5305.15,12.0,6.601,4.742,3.586,2025-06,2025-06-16/2025-06-22
2025-06-18,Paid Social,3235.28,411401,4660,101,7449.06,32.03,2.302,2.167,1.133,2025-06,2025-06-16/2025-06-22
2025-06-18,Email,114.98,88284,4307,283,17532.58,0.41,152.484,6.571,4.879,2025-06,2025-06-16/2025-06-22
2025-06-18,SEO,230.65,252379,4958,131,9754.11,1.76,42.29,2.642,1.965,2025-06,2025-06-16/2025-06-22
2025-06-19,Email,102.4,90250,3647,253,15616.34,0.4,152.503,6.937,4.041,2025-06,2025-06-16/2025-06-22
2025-06-19,Paid Search,783.43,34613,1062,40,2807.77,19.59,3.584,3.766,3.068,2025-06,2025-06-16/2025-06-22
2025-06-19,Paid Social,3533.24,443649,6017,111,7246.59,31.83,2.051,1.845,1.356,2025-06,2025-06-16/2025-06-22
2025-06-19,SEO,236.66,251866,4677,141,9494.79,1.68,40.12,3.015,1.857,2025-06,2025-06-16/2025-06-22
2025-06-20,SEO,205.02,242818,4714,132,8860.3,1.55,43.217,2.8,1.941,2025-06,2025-06-16/2025-06-22
2025-06-20,Paid Search,784.63,32414,1224,47,3590.72,16.69,4.576,3.84,3.776,2025-06,2025-06-16/2025-06-22
2025-06-20,Email,91.51,83783,4278,254,15645.51,0.36,170.97,5.937,5.106,2025-06,2025-06-16/2025-06-22
2025-06-20,Paid Social,2874.95,353755,3886,92,6724.54,31.25,2.339,2.367,1.099,2025-06,2025-06-16/2025-06-22
2025-06-21,SEO,170.28,201890,3721,112,8335.72,1.52,48.953,3.01,1.843,2025-06,2025-06-16/2025-06-22
2025-06-21,Paid Social,2661.58,298594,3675,84,6145.36,31.69,2.309,2.286,1.231,2025-06,2025-06-16/2025-06-22
2025-06-21,Paid Search,478.83,20458,668,27,1949.74,17.73,4.072,4.042,3.265,2025-06,2025-06-16/2025-06-22
2025-06-21,Email,79.43,68584,2885,207,12535.87,0.38,157.823,7.175,4.207,2025-06,2025-06-16/2025-06-22
2025-06-22,Paid Social,2419.96,278550,3112,72,4509.7,33.61,1.864,2.314,1.117,2025-06,2025-06-16/2025-06-22
2025-06-22,Paid Search,535.69,23227,731,30,2087.47,17.86,3.897,4.104,3.147,2025-06,2025-06-16/2025-06-22
2025-06-22,SEO,135.98,152939,3418,107,6750.83,1.27,49.646,3.13,2.235,2025-06,2025-06-16/2025-06-22
2025-06-22,Email,71.06,60429,2352,134,7970.88,0.53,112.171,5.697,3.892,2025-06,2025-06-16/2025-06-22
2025-06-23,SEO,212.55,223319,4115,135,8646.63,1.57,40.68,3.281,1.843,2025-06,2025-06-23/2025-06-29
2025-06-23,Paid Social,2960.41,371123,4039,81,5098.92,36.55,1.722,2.005,1.088,2025-06,2025-06-23/2025-06-29
2025-06-23,Email,97.21,80508,3493,227,15138.63,0.43,155.731,6.499,4.339,2025-06,2025-06-23/2025-06-29
2025-06-23,Paid Search,821.29,35143,1055,51,3421.28,16.1,4.166,4.834,3.002,2025-06,2025-06-23/2025-06-29
2025-06-24,Email,106.83,82279,3887,244,14301.69,0.44,133.873,6.277,4.724,2025-06,2025-06-23/2025-06-29
2025-06-24,Paid Social,3262.65,362095,4475,101,6590.67,32.3,2.02,2.257,1.236,2025-06,2025-06-23/2025-06-29
2025-06-24,SEO,177.8,216668,5151,137,10328.78,1.3,58.092,2.66,2.377,2025-06,2025-06-23/2025-06-29
2025-06-24,Paid Search,623.4,30773,1159,53,3693.07,11.76,5.924,4.573,3.766,2025-06,2025-06-23/2025-06-29
2025-06-25,Paid Search,625.5,29645,1081,43,2891.54,14.55,4.623,3.978,3.646,2025-06,2025-06-23/2025-06-29
2025-06-25,SEO,178.6,247255,4753,163,11361.31,1.1,63.613,3.429,1.922,2025-06,2025-06-23/2025-06-29
